email_id,platform,subject,to,body
discover_cars_219346,Discover Cars,New free sale booking 219346 - Discover Cars,info@renticop.pt,"Dear Emily Costa,

We are pleased to confirm your booking on Discover Cars.
Booking number: 219346
Pick-up: 2025-12-24 09:30 at Santa Cruz Downtown
Drop-off: 2025-12-31 18:45 at Gaia Station
Vehicle: Peugeot 208
Total price: 150.88 EUR

Best regards,
Discover Cars Team
"
discover_cars_157443,Discover Cars,New free sale booking 157443 - Discover Cars,info@renticop.pt,"Dear Sara Pereira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 157443
Pick-up: 2025-07-04 12:15 at Porto Airport
Drop-off: 2025-07-08 20:15 at Funchal Airport
Vehicle: Volkswagen Golf
Total price: 458.22 EUR

Best regards,
Discover Cars Team
"
discover_cars_235461,Discover Cars,New free sale booking 235461 - Discover Cars,info@renticop.pt,"Dear Sara Oliveira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 235461
Pick-up: 2026-01-11 19:15 at Funchal Airport
Drop-off: 2026-01-20 16:30 at Faro Airport
Vehicle: Volkswagen Golf
Total price: 416.63 EUR

Best regards,
Discover Cars Team
"
discover_cars_428267,Discover Cars,New free sale booking 428267 - Discover Cars,info@renticop.pt,"Dear David Santos,

We are pleased to confirm your booking on Discover Cars.
Booking number: 428267
Pick-up: 2026-04-21 17:45 at Porto Airport
Drop-off: 2026-04-28 19:45 at Funchal Airport
Vehicle: Hyundai i20
Total price: 134.18 EUR

Best regards,
Discover Cars Team
"
discover_cars_940247,Discover Cars,New free sale booking 940247 - Discover Cars,info@renticop.pt,"Dear Miguel Oliveira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 940247
Pick-up: 2026-05-13 19:30 at Funchal Airport
Drop-off: 2026-05-21 09:45 at Lisbon Airport
Vehicle: Hyundai i20
Total price: 520.43 EUR

Best regards,
Discover Cars Team
"
discover_cars_514991,Discover Cars,New free sale booking 514991 - Discover Cars,info@renticop.pt,"Dear Laura Santos,

We are pleased to confirm your booking on Discover Cars.
Booking number: 514991
Pick-up: 2025-12-06 13:15 at Funchal Airport
Drop-off: 2025-12-18 13:15 at Santa Cruz Downtown
Vehicle: Ford Fiesta
Total price: 480.81 EUR

Best regards,
Discover Cars Team
"
discover_cars_468154,Discover Cars,New free sale booking 468154 - Discover Cars,info@renticop.pt,"Dear Emily Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 468154
Pick-up: 2026-05-27 10:15 at Porto Airport
Drop-off: 2026-06-10 09:15 at Lisbon Airport
Vehicle: Renault Clio
Total price: 529.63 EUR

Best regards,
Discover Cars Team
"
discover_cars_179013,Discover Cars,New free sale booking 179013 - Discover Cars,info@renticop.pt,"Dear Diana Coelho,

We are pleased to confirm your booking on Discover Cars.
Booking number: 179013
Pick-up: 2025-09-29 18:45 at Gaia Station
Drop-off: 2025-10-12 15:45 at Santa Cruz Downtown
Vehicle: Seat Ibiza
Total price: 707.69 EUR

Best regards,
Discover Cars Team
"
discover_cars_258290,Discover Cars,New free sale booking 258290 - Discover Cars,info@renticop.pt,"Dear Inês Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 258290
Pick-up: 2026-02-11 15:45 at Porto Airport
Drop-off: 2026-02-13 18:30 at Santa Cruz Downtown
Vehicle: Volkswagen Golf
Total price: 359.32 EUR

Best regards,
Discover Cars Team
"
discover_cars_584172,Discover Cars,New free sale booking 584172 - Discover Cars,info@renticop.pt,"Dear Maria Smith,

We are pleased to confirm your booking on Discover Cars.
Booking number: 584172
Pick-up: 2026-02-17 08:30 at Gaia Station
Drop-off: 2026-02-18 12:00 at Funchal Airport
Vehicle: Hyundai i20
Total price: 434.64 EUR

Best regards,
Discover Cars Team
"
discover_cars_143015,Discover Cars,New free sale booking 143015 - Discover Cars,info@renticop.pt,"Dear Laura Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 143015
Pick-up: 2026-02-16 17:15 at Santa Cruz Downtown
Drop-off: 2026-03-01 13:45 at Lisbon Airport
Vehicle: Volkswagen Golf
Total price: 426.36 EUR

Best regards,
Discover Cars Team
"
discover_cars_849014,Discover Cars,New free sale booking 849014 - Discover Cars,info@renticop.pt,"Dear Diana Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 849014
Pick-up: 2025-08-13 18:15 at Gaia Station
Drop-off: 2025-08-22 08:15 at Faro Airport
Vehicle: Nissan Micra
Total price: 476.37 EUR

Best regards,
Discover Cars Team
"
discover_cars_481574,Discover Cars,New free sale booking 481574 - Discover Cars,info@renticop.pt,"Dear Tiago Oliveira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 481574
Pick-up: 2026-01-07 14:45 at Gaia Station
Drop-off: 2026-01-12 20:30 at Santa Cruz Downtown
Vehicle: Volkswagen Golf
Total price: 656.67 EUR

Best regards,
Discover Cars Team
"
discover_cars_169113,Discover Cars,New free sale booking 169113 - Discover Cars,info@renticop.pt,"Dear Inês Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 169113
Pick-up: 2025-12-16 16:45 at Gaia Station
Drop-off: 2025-12-18 12:30 at Santa Cruz Downtown
Vehicle: Renault Clio
Total price: 346.69 EUR

Best regards,
Discover Cars Team
"
discover_cars_248298,Discover Cars,New free sale booking 248298 - Discover Cars,info@renticop.pt,"Dear Tiago Coelho,

We are pleased to confirm your booking on Discover Cars.
Booking number: 248298
Pick-up: 2025-12-27 18:45 at Porto Airport
Drop-off: 2026-01-01 10:00 at Santa Cruz Downtown
Vehicle: Hyundai i20
Total price: 557.58 EUR

Best regards,
Discover Cars Team
"
discover_cars_802667,Discover Cars,New free sale booking 802667 - Discover Cars,info@renticop.pt,"Dear Miguel Oliveira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 802667
Pick-up: 2026-06-25 19:00 at Santa Cruz Downtown
Drop-off: 2026-07-09 18:45 at Porto Airport
Vehicle: Volkswagen Golf
Total price: 366.57 EUR

Best regards,
Discover Cars Team
"
discover_cars_458332,Discover Cars,New free sale booking 458332 - Discover Cars,info@renticop.pt,"Dear Pedro Garcia,

We are pleased to confirm your booking on Discover Cars.
Booking number: 458332
Pick-up: 2026-03-06 11:15 at Porto Airport
Drop-off: 2026-03-10 10:00 at Funchal Airport
Vehicle: Volkswagen Golf
Total price: 570.11 EUR

Best regards,
Discover Cars Team
"
discover_cars_237414,Discover Cars,New free sale booking 237414 - Discover Cars,info@renticop.pt,"Dear Joana Pereira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 237414
Pick-up: 2026-05-02 10:15 at Gaia Station
Drop-off: 2026-05-09 10:15 at Faro Airport
Vehicle: Volkswagen Golf
Total price: 399.38 EUR

Best regards,
Discover Cars Team
"
discover_cars_349068,Discover Cars,New free sale booking 349068 - Discover Cars,info@renticop.pt,"Dear Inês Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 349068
Pick-up: 2026-02-13 12:45 at Porto Airport
Drop-off: 2026-02-23 11:15 at Faro Airport
Vehicle: Toyota Yaris
Total price: 370.13 EUR

Best regards,
Discover Cars Team
"
discover_cars_584106,Discover Cars,New free sale booking 584106 - Discover Cars,info@renticop.pt,"Dear Tiago Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 584106
Pick-up: 2025-11-22 14:45 at Santa Cruz Downtown
Drop-off: 2025-12-05 10:15 at Lisbon Airport
Vehicle: Peugeot 208
Total price: 155.48 EUR

Best regards,
Discover Cars Team
"
discover_cars_681478,Discover Cars,New free sale booking 681478 - Discover Cars,info@renticop.pt,"Dear David Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 681478
Pick-up: 2025-08-22 16:00 at Lisbon Airport
Drop-off: 2025-09-03 12:00 at Porto Airport
Vehicle: Nissan Micra
Total price: 735.61 EUR

Best regards,
Discover Cars Team
"
discover_cars_196168,Discover Cars,New free sale booking 196168 - Discover Cars,info@renticop.pt,"Dear Pedro Marques,

We are pleased to confirm your booking on Discover Cars.
Booking number: 196168
Pick-up: 2025-10-22 15:30 at Funchal Airport
Drop-off: 2025-11-05 08:45 at Faro Airport
Vehicle: Seat Ibiza
Total price: 280.33 EUR

Best regards,
Discover Cars Team
"
discover_cars_335445,Discover Cars,New free sale booking 335445 - Discover Cars,info@renticop.pt,"Dear Maria Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 335445
Pick-up: 2025-07-15 09:30 at Lisbon Airport
Drop-off: 2025-07-21 20:15 at Funchal Airport
Vehicle: Peugeot 208
Total price: 743.83 EUR

Best regards,
Discover Cars Team
"
discover_cars_971482,Discover Cars,New free sale booking 971482 - Discover Cars,info@renticop.pt,"Dear David Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 971482
Pick-up: 2025-09-10 19:45 at Funchal Airport
Drop-off: 2025-09-23 15:00 at Porto Airport
Vehicle: Toyota Yaris
Total price: 687.77 EUR

Best regards,
Discover Cars Team
"
discover_cars_738457,Discover Cars,New free sale booking 738457 - Discover Cars,info@renticop.pt,"Dear Laura Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 738457
Pick-up: 2026-03-28 09:30 at Funchal Airport
Drop-off: 2026-04-04 11:30 at Lisbon Airport
Vehicle: Hyundai i20
Total price: 554.49 EUR

Best regards,
Discover Cars Team
"
discover_cars_165858,Discover Cars,New free sale booking 165858 - Discover Cars,info@renticop.pt,"Dear Tiago Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 165858
Pick-up: 2025-08-26 15:00 at Gaia Station
Drop-off: 2025-09-09 18:15 at Lisbon Airport
Vehicle: Peugeot 208
Total price: 411.88 EUR

Best regards,
Discover Cars Team
"
discover_cars_352249,Discover Cars,New free sale booking 352249 - Discover Cars,info@renticop.pt,"Dear Tiago Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 352249
Pick-up: 2026-04-19 10:00 at Funchal Airport
Drop-off: 2026-04-26 16:30 at Santa Cruz Downtown
Vehicle: Volkswagen Golf
Total price: 385.51 EUR

Best regards,
Discover Cars Team
"
discover_cars_766549,Discover Cars,New free sale booking 766549 - Discover Cars,info@renticop.pt,"Dear David Silva,

We are pleased to confirm your booking on Discover Cars.
Booking number: 766549
Pick-up: 2026-01-15 12:00 at Porto Airport
Drop-off: 2026-01-21 13:00 at Lisbon Airport
Vehicle: Ford Fiesta
Total price: 644.62 EUR

Best regards,
Discover Cars Team
"
discover_cars_239890,Discover Cars,New free sale booking 239890 - Discover Cars,info@renticop.pt,"Dear Carlos Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 239890
Pick-up: 2025-07-23 16:30 at Gaia Station
Drop-off: 2025-07-29 18:15 at Faro Airport
Vehicle: Nissan Micra
Total price: 549.58 EUR

Best regards,
Discover Cars Team
"
discover_cars_166165,Discover Cars,New free sale booking 166165 - Discover Cars,info@renticop.pt,"Dear Diana Oliveira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 166165
Pick-up: 2026-02-20 12:15 at Funchal Airport
Drop-off: 2026-02-21 08:15 at Porto Airport
Vehicle: Peugeot 208
Total price: 470.46 EUR

Best regards,
Discover Cars Team
"
discover_cars_596395,Discover Cars,New free sale booking 596395 - Discover Cars,info@renticop.pt,"Dear Rui Costa,

We are pleased to confirm your booking on Discover Cars.
Booking number: 596395
Pick-up: 2025-11-07 20:15 at Funchal Airport
Drop-off: 2025-11-08 12:30 at Gaia Station
Vehicle: Seat Ibiza
Total price: 305.79 EUR

Best regards,
Discover Cars Team
"
discover_cars_558176,Discover Cars,New free sale booking 558176 - Discover Cars,info@renticop.pt,"Dear Diana Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 558176
Pick-up: 2026-01-21 15:45 at Faro Airport
Drop-off: 2026-02-02 13:15 at Gaia Station
Vehicle: Nissan Micra
Total price: 369.8 EUR

Best regards,
Discover Cars Team
"
discover_cars_379676,Discover Cars,New free sale booking 379676 - Discover Cars,info@renticop.pt,"Dear Diana Costa,

We are pleased to confirm your booking on Discover Cars.
Booking number: 379676
Pick-up: 2025-08-12 14:00 at Santa Cruz Downtown
Drop-off: 2025-08-24 14:15 at Porto Airport
Vehicle: Seat Ibiza
Total price: 189.77 EUR

Best regards,
Discover Cars Team
"
discover_cars_410000,Discover Cars,New free sale booking 410000 - Discover Cars,info@renticop.pt,"Dear Miguel Coelho,

We are pleased to confirm your booking on Discover Cars.
Booking number: 410000
Pick-up: 2025-12-04 17:45 at Porto Airport
Drop-off: 2025-12-12 10:45 at Faro Airport
Vehicle: Volkswagen Golf
Total price: 614.23 EUR

Best regards,
Discover Cars Team
"
discover_cars_744718,Discover Cars,New free sale booking 744718 - Discover Cars,info@renticop.pt,"Dear Joana Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 744718
Pick-up: 2026-02-08 18:00 at Porto Airport
Drop-off: 2026-02-13 09:45 at Santa Cruz Downtown
Vehicle: Renault Clio
Total price: 767.9 EUR

Best regards,
Discover Cars Team
"
discover_cars_811027,Discover Cars,New free sale booking 811027 - Discover Cars,info@renticop.pt,"Dear Pedro Pereira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 811027
Pick-up: 2026-02-10 10:00 at Porto Airport
Drop-off: 2026-02-11 11:30 at Faro Airport
Vehicle: Volkswagen Golf
Total price: 531.46 EUR

Best regards,
Discover Cars Team
"
discover_cars_488984,Discover Cars,New free sale booking 488984 - Discover Cars,info@renticop.pt,"Dear Inês Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 488984
Pick-up: 2026-01-07 20:00 at Santa Cruz Downtown
Drop-off: 2026-01-15 17:15 at Porto Airport
Vehicle: Hyundai i20
Total price: 333.78 EUR

Best regards,
Discover Cars Team
"
discover_cars_218959,Discover Cars,New free sale booking 218959 - Discover Cars,info@renticop.pt,"Dear Ana Garcia,

We are pleased to confirm your booking on Discover Cars.
Booking number: 218959
Pick-up: 2025-07-14 10:45 at Santa Cruz Downtown
Drop-off: 2025-07-26 16:45 at Funchal Airport
Vehicle: Peugeot 208
Total price: 646.98 EUR

Best regards,
Discover Cars Team
"
discover_cars_324993,Discover Cars,New free sale booking 324993 - Discover Cars,info@renticop.pt,"Dear Carlos Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 324993
Pick-up: 2026-05-10 19:45 at Lisbon Airport
Drop-off: 2026-05-15 11:00 at Funchal Airport
Vehicle: Nissan Micra
Total price: 237.41 EUR

Best regards,
Discover Cars Team
"
discover_cars_192055,Discover Cars,New free sale booking 192055 - Discover Cars,info@renticop.pt,"Dear Carlos Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 192055
Pick-up: 2026-06-15 13:30 at Santa Cruz Downtown
Drop-off: 2026-06-29 19:00 at Porto Airport
Vehicle: Peugeot 208
Total price: 698.93 EUR

Best regards,
Discover Cars Team
"
discover_cars_834233,Discover Cars,New free sale booking 834233 - Discover Cars,info@renticop.pt,"Dear Carlos Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 834233
Pick-up: 2026-05-23 20:30 at Funchal Airport
Drop-off: 2026-05-26 16:15 at Lisbon Airport
Vehicle: Renault Clio
Total price: 280.98 EUR

Best regards,
Discover Cars Team
"
discover_cars_478427,Discover Cars,New free sale booking 478427 - Discover Cars,info@renticop.pt,"Dear David Silva,

We are pleased to confirm your booking on Discover Cars.
Booking number: 478427
Pick-up: 2026-04-10 13:45 at Santa Cruz Downtown
Drop-off: 2026-04-20 20:15 at Funchal Airport
Vehicle: Ford Fiesta
Total price: 330.32 EUR

Best regards,
Discover Cars Team
"
discover_cars_601916,Discover Cars,New free sale booking 601916 - Discover Cars,info@renticop.pt,"Dear Carlos Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 601916
Pick-up: 2026-03-27 20:45 at Lisbon Airport
Drop-off: 2026-04-03 17:00 at Porto Airport
Vehicle: Ford Fiesta
Total price: 425.98 EUR

Best regards,
Discover Cars Team
"
discover_cars_461249,Discover Cars,New free sale booking 461249 - Discover Cars,info@renticop.pt,"Dear Inês Costa,

We are pleased to confirm your booking on Discover Cars.
Booking number: 461249
Pick-up: 2025-09-04 20:15 at Faro Airport
Drop-off: 2025-09-18 20:15 at Santa Cruz Downtown
Vehicle: Volkswagen Golf
Total price: 685.35 EUR

Best regards,
Discover Cars Team
"
discover_cars_418897,Discover Cars,New free sale booking 418897 - Discover Cars,info@renticop.pt,"Dear Laura Oliveira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 418897
Pick-up: 2025-09-23 13:15 at Funchal Airport
Drop-off: 2025-09-26 13:30 at Porto Airport
Vehicle: Toyota Yaris
Total price: 551.84 EUR

Best regards,
Discover Cars Team
"
discover_cars_231250,Discover Cars,New free sale booking 231250 - Discover Cars,info@renticop.pt,"Dear Laura Smith,

We are pleased to confirm your booking on Discover Cars.
Booking number: 231250
Pick-up: 2026-05-17 17:00 at Santa Cruz Downtown
Drop-off: 2026-05-22 16:15 at Lisbon Airport
Vehicle: Renault Clio
Total price: 567.94 EUR

Best regards,
Discover Cars Team
"
discover_cars_454019,Discover Cars,New free sale booking 454019 - Discover Cars,info@renticop.pt,"Dear Carlos Pereira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 454019
Pick-up: 2026-04-15 08:00 at Gaia Station
Drop-off: 2026-04-16 08:30 at Lisbon Airport
Vehicle: Hyundai i20
Total price: 540.31 EUR

Best regards,
Discover Cars Team
"
discover_cars_757629,Discover Cars,New free sale booking 757629 - Discover Cars,info@renticop.pt,"Dear John Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 757629
Pick-up: 2026-04-06 18:30 at Gaia Station
Drop-off: 2026-04-11 15:15 at Faro Airport
Vehicle: Peugeot 208
Total price: 428.41 EUR

Best regards,
Discover Cars Team
"
discover_cars_265759,Discover Cars,New free sale booking 265759 - Discover Cars,info@renticop.pt,"Dear Carlos Silva,

We are pleased to confirm your booking on Discover Cars.
Booking number: 265759
Pick-up: 2026-02-11 15:45 at Santa Cruz Downtown
Drop-off: 2026-02-18 11:30 at Lisbon Airport
Vehicle: Seat Ibiza
Total price: 705.81 EUR

Best regards,
Discover Cars Team
"
discover_cars_462147,Discover Cars,New free sale booking 462147 - Discover Cars,info@renticop.pt,"Dear Miguel Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 462147
Pick-up: 2026-01-21 20:30 at Porto Airport
Drop-off: 2026-01-24 16:00 at Lisbon Airport
Vehicle: Nissan Micra
Total price: 203.31 EUR

Best regards,
Discover Cars Team
"
discover_cars_247720,Discover Cars,New free sale booking 247720 - Discover Cars,info@renticop.pt,"Dear David Garcia,

We are pleased to confirm your booking on Discover Cars.
Booking number: 247720
Pick-up: 2025-08-19 12:45 at Lisbon Airport
Drop-off: 2025-08-20 17:45 at Porto Airport
Vehicle: Seat Ibiza
Total price: 249.09 EUR

Best regards,
Discover Cars Team
"
discover_cars_639728,Discover Cars,New free sale booking 639728 - Discover Cars,info@renticop.pt,"Dear Pedro Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 639728
Pick-up: 2026-02-25 12:45 at Faro Airport
Drop-off: 2026-03-05 08:00 at Santa Cruz Downtown
Vehicle: Nissan Micra
Total price: 777.35 EUR

Best regards,
Discover Cars Team
"
discover_cars_470037,Discover Cars,New free sale booking 470037 - Discover Cars,info@renticop.pt,"Dear Emily Pereira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 470037
Pick-up: 2025-07-25 12:45 at Porto Airport
Drop-off: 2025-07-26 17:45 at Santa Cruz Downtown
Vehicle: Volkswagen Golf
Total price: 696.08 EUR

Best regards,
Discover Cars Team
"
discover_cars_377319,Discover Cars,New free sale booking 377319 - Discover Cars,info@renticop.pt,"Dear Sara Oliveira,

We are pleased to confirm your booking on Discover Cars.
Booking number: 377319
Pick-up: 2026-01-04 14:30 at Funchal Airport
Drop-off: 2026-01-17 08:45 at Santa Cruz Downtown
Vehicle: Toyota Yaris
Total price: 366.52 EUR

Best regards,
Discover Cars Team
"
discover_cars_505116,Discover Cars,New free sale booking 505116 - Discover Cars,info@renticop.pt,"Dear Ana Santos,

We are pleased to confirm your booking on Discover Cars.
Booking number: 505116
Pick-up: 2026-03-16 20:30 at Lisbon Airport
Drop-off: 2026-03-24 17:00 at Funchal Airport
Vehicle: Hyundai i20
Total price: 373.77 EUR

Best regards,
Discover Cars Team
"
discover_cars_483366,Discover Cars,New free sale booking 483366 - Discover Cars,info@renticop.pt,"Dear Miguel Costa,

We are pleased to confirm your booking on Discover Cars.
Booking number: 483366
Pick-up: 2025-09-12 17:45 at Funchal Airport
Drop-off: 2025-09-16 16:00 at Lisbon Airport
Vehicle: Seat Ibiza
Total price: 666.7 EUR

Best regards,
Discover Cars Team
"
discover_cars_256175,Discover Cars,New free sale booking 256175 - Discover Cars,info@renticop.pt,"Dear Laura Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 256175
Pick-up: 2026-05-07 10:30 at Lisbon Airport
Drop-off: 2026-05-16 17:30 at Faro Airport
Vehicle: Peugeot 208
Total price: 523.73 EUR

Best regards,
Discover Cars Team
"
discover_cars_658198,Discover Cars,New free sale booking 658198 - Discover Cars,info@renticop.pt,"Dear Laura Costa,

We are pleased to confirm your booking on Discover Cars.
Booking number: 658198
Pick-up: 2026-03-08 17:30 at Porto Airport
Drop-off: 2026-03-20 15:00 at Gaia Station
Vehicle: Ford Fiesta
Total price: 786.33 EUR

Best regards,
Discover Cars Team
"
discover_cars_935457,Discover Cars,New free sale booking 935457 - Discover Cars,info@renticop.pt,"Dear Tiago Smith,

We are pleased to confirm your booking on Discover Cars.
Booking number: 935457
Pick-up: 2026-06-18 08:45 at Gaia Station
Drop-off: 2026-06-29 12:15 at Funchal Airport
Vehicle: Nissan Micra
Total price: 235.95 EUR

Best regards,
Discover Cars Team
"
discover_cars_749840,Discover Cars,New free sale booking 749840 - Discover Cars,info@renticop.pt,"Dear Inês Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 749840
Pick-up: 2026-01-11 18:15 at Lisbon Airport
Drop-off: 2026-01-14 08:00 at Funchal Airport
Vehicle: Nissan Micra
Total price: 333.31 EUR

Best regards,
Discover Cars Team
"
discover_cars_824042,Discover Cars,New free sale booking 824042 - Discover Cars,info@renticop.pt,"Dear Pedro Marques,

We are pleased to confirm your booking on Discover Cars.
Booking number: 824042
Pick-up: 2025-10-13 16:45 at Gaia Station
Drop-off: 2025-10-20 19:00 at Lisbon Airport
Vehicle: Toyota Yaris
Total price: 501.4 EUR

Best regards,
Discover Cars Team
"
discover_cars_651002,Discover Cars,New free sale booking 651002 - Discover Cars,info@renticop.pt,"Dear Inês Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 651002
Pick-up: 2026-01-09 10:45 at Santa Cruz Downtown
Drop-off: 2026-01-15 16:30 at Porto Airport
Vehicle: Peugeot 208
Total price: 534.85 EUR

Best regards,
Discover Cars Team
"
discover_cars_392559,Discover Cars,New free sale booking 392559 - Discover Cars,info@renticop.pt,"Dear Emily Garcia,

We are pleased to confirm your booking on Discover Cars.
Booking number: 392559
Pick-up: 2026-04-12 11:30 at Gaia Station
Drop-off: 2026-04-17 20:30 at Lisbon Airport
Vehicle: Nissan Micra
Total price: 335.59 EUR

Best regards,
Discover Cars Team
"
discover_cars_934042,Discover Cars,New free sale booking 934042 - Discover Cars,info@renticop.pt,"Dear Miguel Costa,

We are pleased to confirm your booking on Discover Cars.
Booking number: 934042
Pick-up: 2025-11-18 09:45 at Lisbon Airport
Drop-off: 2025-11-23 14:30 at Porto Airport
Vehicle: Volkswagen Golf
Total price: 315.59 EUR

Best regards,
Discover Cars Team
"
discover_cars_463188,Discover Cars,New free sale booking 463188 - Discover Cars,info@renticop.pt,"Dear Carlos Santos,

We are pleased to confirm your booking on Discover Cars.
Booking number: 463188
Pick-up: 2026-02-12 12:45 at Santa Cruz Downtown
Drop-off: 2026-02-23 11:15 at Porto Airport
Vehicle: Peugeot 208
Total price: 213.35 EUR

Best regards,
Discover Cars Team
"
discover_cars_715336,Discover Cars,New free sale booking 715336 - Discover Cars,info@renticop.pt,"Dear Tiago Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 715336
Pick-up: 2025-10-31 08:15 at Funchal Airport
Drop-off: 2025-11-04 18:15 at Faro Airport
Vehicle: Seat Ibiza
Total price: 607.8 EUR

Best regards,
Discover Cars Team
"
discover_cars_908206,Discover Cars,New free sale booking 908206 - Discover Cars,info@renticop.pt,"Dear Maria Coelho,

We are pleased to confirm your booking on Discover Cars.
Booking number: 908206
Pick-up: 2025-09-09 16:15 at Faro Airport
Drop-off: 2025-09-10 14:45 at Gaia Station
Vehicle: Toyota Yaris
Total price: 634.02 EUR

Best regards,
Discover Cars Team
"
discover_cars_399279,Discover Cars,New free sale booking 399279 - Discover Cars,info@renticop.pt,"Dear Ana Johnson,

We are pleased to confirm your booking on Discover Cars.
Booking number: 399279
Pick-up: 2026-05-27 20:00 at Santa Cruz Downtown
Drop-off: 2026-05-28 18:15 at Gaia Station
Vehicle: Volkswagen Golf
Total price: 741.0 EUR

Best regards,
Discover Cars Team
"
discover_cars_978292,Discover Cars,New free sale booking 978292 - Discover Cars,info@renticop.pt,"Dear Pedro Marques,

We are pleased to confirm your booking on Discover Cars.
Booking number: 978292
Pick-up: 2025-09-29 14:45 at Funchal Airport
Drop-off: 2025-09-30 10:30 at Porto Airport
Vehicle: Ford Fiesta
Total price: 751.35 EUR

Best regards,
Discover Cars Team
"
discover_cars_576419,Discover Cars,New free sale booking 576419 - Discover Cars,info@renticop.pt,"Dear Miguel Smith,

We are pleased to confirm your booking on Discover Cars.
Booking number: 576419
Pick-up: 2026-05-25 16:45 at Porto Airport
Drop-off: 2026-06-03 10:45 at Lisbon Airport
Vehicle: Ford Fiesta
Total price: 344.87 EUR

Best regards,
Discover Cars Team
"
discover_cars_779776,Discover Cars,New free sale booking 779776 - Discover Cars,info@renticop.pt,"Dear Carlos Fernandes,

We are pleased to confirm your booking on Discover Cars.
Booking number: 779776
Pick-up: 2025-11-09 10:00 at Porto Airport
Drop-off: 2025-11-21 19:30 at Santa Cruz Downtown
Vehicle: Toyota Yaris
Total price: 239.34 EUR

Best regards,
Discover Cars Team
"
discover_cars_525187,Discover Cars,New free sale booking 525187 - Discover Cars,info@renticop.pt,"Dear Rui Coelho,

We are pleased to confirm your booking on Discover Cars.
Booking number: 525187
Pick-up: 2026-02-04 13:00 at Lisbon Airport
Drop-off: 2026-02-13 14:00 at Faro Airport
Vehicle: Seat Ibiza
Total price: 756.36 EUR

Best regards,
Discover Cars Team
"
discover_cars_502206,Discover Cars,New free sale booking 502206 - Discover Cars,info@renticop.pt,"Dear John Smith,

We are pleased to confirm your booking on Discover Cars.
Booking number: 502206
Pick-up: 2025-10-29 20:30 at Santa Cruz Downtown
Drop-off: 2025-11-06 13:30 at Gaia Station
Vehicle: Volkswagen Golf
Total price: 297.86 EUR

Best regards,
Discover Cars Team
"
discover_cars_347781,Discover Cars,New free sale booking 347781 - Discover Cars,info@renticop.pt,"Dear Miguel Martins,

We are pleased to confirm your booking on Discover Cars.
Booking number: 347781
Pick-up: 2025-08-01 09:45 at Faro Airport
Drop-off: 2025-08-12 12:15 at Gaia Station
Vehicle: Peugeot 208
Total price: 589.4 EUR

Best regards,
Discover Cars Team
"
discover_cars_485397,Discover Cars,New free sale booking 485397 - Discover Cars,info@renticop.pt,"Dear Inês Smith,

We are pleased to confirm your booking on Discover Cars.
Booking number: 485397
Pick-up: 2026-05-11 11:15 at Faro Airport
Drop-off: 2026-05-15 15:15 at Gaia Station
Vehicle: Seat Ibiza
Total price: 402.78 EUR

Best regards,
Discover Cars Team
"
